Sample.ID	Sentrix.Barcode	SampleSection	Batch	Date_out	Date_extraction	person	Conc_Nanodrop	Date_Dilutionand_Amplification	Date_cRNApurification	Date_Quantitation_by_RiboGreen	Eluted_Total_labelled_cRNA	labelled_cRNA_Yield	concentration_of_labelled_cRNA	Date_labelled_cRNA	Date_Hybridization_for_15_hours	Date_Washing_and_scanning
9020374058_A	9020374058	A	1	13/05/2013	14/05/2013	1	62.89	16/07/2013	17/07/2013	23/07/2013	40	9884.0	247.1	25/07/2013	25/07/2013	26/07/2013
9020374058_B	9020374058	B	1	13/05/2013	14/05/2013	1	52.75	16/07/2013	17/07/2013	23/07/2013	40	13085.2	327.1	25/07/2013	25/07/2013	26/07/2013
9020374058_C	9020374058	C	1	21/05/2013	22/05/2013	1	98.97	16/07/2013	17/07/2013	23/07/2013	40	22012.8	550.3	25/07/2013	25/07/2013	26/07/2013
9020374058_D	9020374058	D	1	21/05/2013	22/05/2013	1	78.19	16/07/2013	17/07/2013	23/07/2013	40	17624.8	440.6	25/07/2013	25/07/2013	26/07/2013
9020374058_E	9020374058	E	1	13/05/2013	14/05/2013	1	56.07	16/07/2013	17/07/2013	23/07/2013	40	16468.0	411.7	25/07/2013	25/07/2013	26/07/2013
9020374058_F	9020374058	F	1	13/05/2013	14/05/2013	1	37.58	16/07/2013	17/07/2013	23/07/2013	40	10738.0	268.5	25/07/2013	25/07/2013	26/07/2013
9020374058_G	9020374058	G	1	13/05/2013	14/05/2013	1	105.6	16/07/2013	17/07/2013	23/07/2013	40	9387.2	234.7	25/07/2013	25/07/2013	26/07/2013
9020374058_H	9020374058	H	1	13/05/2013	14/05/2013	1	59.99	16/07/2013	17/07/2013	23/07/2013	40	10725.6	268.1	25/07/2013	25/07/2013	26/07/2013
9020374058_I	9020374058	I	1	21/05/2013	22/05/2013	1	65.97	16/07/2013	17/07/2013	23/07/2013	40	13968.8	349.2	25/07/2013	25/07/2013	26/07/2013
9020374058_J	9020374058	J	1	21/05/2013	22/05/2013	1	90	16/07/2013	17/07/2013	23/07/2013	40	9340.8	233.5	25/07/2013	25/07/2013	26/07/2013
9020374058_K	9020374058	K	1	13/05/2013	14/05/2013	1	91.63	16/07/2013	17/07/2013	23/07/2013	40	9796.0	244.9	25/07/2013	25/07/2013	26/07/2013
9020374058_L	9020374058	L	1	13/05/2013	14/05/2013	1	20.13	16/07/2013	17/07/2013	23/07/2013	40	14518.4	363.0	25/07/2013	25/07/2013	26/07/2013
9020374069_A	9020374069	A	1	22/05/2013	23/05/2013	1	77.96	16/07/2013	17/07/2013	23/07/2013	40	20395.6	509.9	25/07/2013	25/07/2013	26/07/2013
9020374069_B	9020374069	B	1	22/05/2013	23/05/2013	1	39.83	16/07/2013	17/07/2013	23/07/2013	40	31126.0	778.2	25/07/2013	25/07/2013	26/07/2013
9020374069_C	9020374069	C	1	22/05/2013	22/05/2013	2	99.96	16/07/2013	17/07/2013	23/07/2013	40	13738.8	343.5	25/07/2013	25/07/2013	26/07/2013
9020374069_D	9020374069	D	1	22/05/2013	22/05/2013	2	78.71	16/07/2013	17/07/2013	23/07/2013	40	9398.0	235.0	25/07/2013	25/07/2013	26/07/2013
9020374069_E	9020374069	E	1	13/05/2013	14/05/2013	1	97.21	16/07/2013	17/07/2013	23/07/2013	40	9093.2	227.3	25/07/2013	25/07/2013	26/07/2013
9020374069_F	9020374069	F	1	13/05/2013	14/05/2013	1	81.19	16/07/2013	17/07/2013	23/07/2013	40	16590.0	414.8	25/07/2013	25/07/2013	26/07/2013
9020374069_G	9020374069	G	1	22/05/2013	23/05/2013	1	112.65	16/07/2013	17/07/2013	23/07/2013	40	4376.0	109.4	25/07/2013	25/07/2013	26/07/2013
9020374069_H	9020374069	H	1	22/05/2013	23/05/2013	1	378.4	16/07/2013	17/07/2013	23/07/2013	40	3716.8	92.9	25/07/2013	25/07/2013	26/07/2013
9020374069_I	9020374069	I	1	22/05/2013	22/05/2013	2	23.89	16/07/2013	17/07/2013	23/07/2013	40	19789.6	494.7	25/07/2013	25/07/2013	26/07/2013
9020374069_J	9020374069	J	1	22/05/2013	22/05/2013	2	58.11	16/07/2013	17/07/2013	23/07/2013	40	10000.8	250.0	25/07/2013	25/07/2013	26/07/2013
9020374069_K	9020374069	K	1	13/05/2013	14/05/2013	1	179.15	16/07/2013	17/07/2013	23/07/2013	40	5558.8	139.0	25/07/2013	25/07/2013	26/07/2013
9020374069_L	9020374069	L	1	13/05/2013	14/05/2013	1	80.57	16/07/2013	17/07/2013	23/07/2013	40	23813.2	595.3	25/07/2013	25/07/2013	26/07/2013
9020374071_A	9020374071	A	1	22/05/2013	23/05/2013	1	276.26	16/07/2013	17/07/2013	23/07/2013	40	5924.0	148.1	25/07/2013	25/07/2013	26/07/2013
9020374071_B	9020374071	B	1	28/05/2013	28/05/2013	2	24.06	16/07/2013	17/07/2013	23/07/2013	40	17150.8	428.8	25/07/2013	25/07/2013	26/07/2013
9020374071_C	9020374071	C	1	22/05/2013	22/05/2013	2	49.07	16/07/2013	17/07/2013	23/07/2013	40	12811.6	320.3	25/07/2013	25/07/2013	26/07/2013
9020374071_D	9020374071	D	1	22/05/2013	23/05/2013	2	91.98	16/07/2013	17/07/2013	23/07/2013	40	12132.8	303.3	25/07/2013	25/07/2013	26/07/2013
9020374071_E	9020374071	E	1	16/05/2013	17/05/2013	2	121.82	16/07/2013	17/07/2013	23/07/2013	40	19307.6	482.7	25/07/2013	25/07/2013	26/07/2013
9020374071_F	9020374071	F	1	16/05/2013	17/05/2013	2	76.04	16/07/2013	17/07/2013	23/07/2013	40	10967.2	274.2	25/07/2013	25/07/2013	26/07/2013
9020374071_G	9020374071	G	1	22/05/2013	23/05/2013	1	81.37	16/07/2013	17/07/2013	23/07/2013	40	11468.0	286.7	25/07/2013	25/07/2013	26/07/2013
9020374071_H	9020374071	H	1	28/05/2013	28/05/2013	2	32.17	16/07/2013	17/07/2013	23/07/2013	40	10313.2	257.8	25/07/2013	25/07/2013	26/07/2013
9020374071_I	9020374071	I	1	22/05/2013	22/05/2013	2	66.52	16/07/2013	17/07/2013	23/07/2013	40	23060.4	576.5	25/07/2013	25/07/2013	26/07/2013
9020374071_J	9020374071	J	1	22/05/2013	23/05/2013	2	51.21	16/07/2013	17/07/2013	23/07/2013	40	17071.2	426.8	25/07/2013	25/07/2013	26/07/2013
9020374071_K	9020374071	K	1	16/05/2013	17/05/2013	2	126.44	16/07/2013	17/07/2013	23/07/2013	40	14787.2	369.7	25/07/2013	25/07/2013	26/07/2013
9020374071_L	9020374071	L	1	16/05/2013	17/05/2013	2	58.97	16/07/2013	17/07/2013	23/07/2013	40	8215.2	205.4	25/07/2013	25/07/2013	26/07/2013
9020374072_A	9020374072	A	1	28/05/2013	28/05/2013	2	74.67	16/07/2013	17/07/2013	23/07/2013	40	10478.8	262.0	25/07/2013	25/07/2013	26/07/2013
9020374072_B	9020374072	B	1	28/05/2013	28/05/2013	2	46.47	16/07/2013	17/07/2013	23/07/2013	40	16474.4	411.9	25/07/2013	25/07/2013	26/07/2013
9020374072_C	9020374072	C	1	22/05/2013	23/05/2013	2	83.56	16/07/2013	17/07/2013	23/07/2013	40	10894.0	272.4	25/07/2013	25/07/2013	26/07/2013
9020374072_D	9020374072	D	1	22/05/2013	23/05/2013	2	120.41	16/07/2013	17/07/2013	23/07/2013	40	7438.0	186.0	25/07/2013	25/07/2013	26/07/2013
9020374072_E	9020374072	E	1	16/05/2013	17/05/2013	2	73.86	16/07/2013	17/07/2013	23/07/2013	40	14118.0	353.0	25/07/2013	25/07/2013	26/07/2013
9020374072_F	9020374072	F	1	21/05/2013	22/05/2013	1	204.1	16/07/2013	17/07/2013	23/07/2013	40	27553.6	688.8	25/07/2013	25/07/2013	26/07/2013
9020374072_G	9020374072	G	1	28/05/2013	28/05/2013	2	59.15	16/07/2013	17/07/2013	23/07/2013	40	15512.0	387.8	25/07/2013	25/07/2013	26/07/2013
9020374072_H	9020374072	H	1	28/05/2013	28/05/2013	2	93.55	16/07/2013	17/07/2013	23/07/2013	40	8928.4	223.2	25/07/2013	25/07/2013	26/07/2013
9020374072_I	9020374072	I	1	22/05/2013	23/05/2013	2	28.42	16/07/2013	17/07/2013	23/07/2013	40	15472.8	386.8	25/07/2013	25/07/2013	26/07/2013
9020374072_J	9020374072	J	1	22/05/2013	23/05/2013	2	73.37	16/07/2013	17/07/2013	23/07/2013	40	8405.6	210.1	25/07/2013	25/07/2013	26/07/2013
9020374072_K	9020374072	K	1	16/05/2013	17/05/2013	2	117.18	16/07/2013	17/07/2013	23/07/2013	40	26724.4	668.1	25/07/2013	25/07/2013	26/07/2013
9020374072_L	9020374072	L	1	21/05/2013	22/05/2013	1	78.14	16/07/2013	17/07/2013	23/07/2013	40	7454.0	186.4	25/07/2013	25/07/2013	26/07/2013
9020374078_A	9020374078	A	1	28/05/2013	29/05/2013	2	88.83	19/07/2013	20/07/2013	23/07/2013	40	442.4	11.1	24/07/2013	24/07/2013	25/07/2013
9020374078_B	9020374078	B	1	30/05/2013	31/05/2013	2	98.26	19/07/2013	20/07/2013	23/07/2013	40	13098.4	327.5	24/07/2013	24/07/2013	25/07/2013
9020374078_C	9020374078	C	1	28/05/2013	29/05/2013	2	56.93	19/07/2013	20/07/2013	23/07/2013	40	15766.8	394.2	24/07/2013	24/07/2013	25/07/2013
9020374078_D	9020374078	D	1	30/05/2013	31/05/2013	2	28.52	19/07/2013	20/07/2013	23/07/2013	40	22451.2	561.3	24/07/2013	24/07/2013	25/07/2013
9020374078_E	9020374078	E	1	29/05/2013	29/05/2013	1	27.98	19/07/2013	20/07/2013	23/07/2013	40	31351.6	783.8	24/07/2013	24/07/2013	25/07/2013
9020374078_F	9020374078	F	1	03/06/2013	04/06/2013	2	31.55	19/07/2013	20/07/2013	23/07/2013	40	19300.4	482.5	24/07/2013	24/07/2013	25/07/2013
9020374078_G	9020374078	G	1	29/05/2013	30/05/2013	2	73.26	19/07/2013	20/07/2013	23/07/2013	40	17394.4	434.9	24/07/2013	24/07/2013	25/07/2013
9020374078_H	9020374078	H	1	03/06/2013	04/06/2013	1	89.45	19/07/2013	20/07/2013	23/07/2013	40	17345.6	433.6	24/07/2013	24/07/2013	25/07/2013
9020374078_I	9020374078	I	1	29/05/2013	30/05/2013	2	58.75	19/07/2013	20/07/2013	23/07/2013	40	436.0	10.9	24/07/2013	24/07/2013	25/07/2013
9020374078_J	9020374078	J	1	03/06/2013	04/06/2013	1	35.26	19/07/2013	20/07/2013	23/07/2013	40	19290.8	482.3	24/07/2013	24/07/2013	25/07/2013
9020374078_K	9020374078	K	1	29/05/2013	30/05/2013	1	62.56	19/07/2013	20/07/2013	23/07/2013	40	13228.0	330.7	24/07/2013	24/07/2013	25/07/2013
9020374078_L	9020374078	L	1	04/06/2013	05/06/2013	2	78.92	19/07/2013	20/07/2013	23/07/2013	40	19882.4	497.1	24/07/2013	24/07/2013	25/07/2013
9020374079_A	9020374079	A	1	13/05/2013	14/05/2013	1	101.19	16/07/2013	17/07/2013	23/07/2013	40	3940.8	98.5	25/07/2013	25/07/2013	26/07/2013
9020374079_B	9020374079	B	1	13/05/2013	14/05/2013	1	61.08	16/07/2013	17/07/2013	23/07/2013	40	12686.8	317.2	25/07/2013	25/07/2013	26/07/2013
9020374079_C	9020374079	C	1	13/05/2013	14/05/2013	1	83.79	16/07/2013	17/07/2013	23/07/2013	40	5352.0	133.8	25/07/2013	25/07/2013	26/07/2013
9020374079_D	9020374079	D	1	13/05/2013	14/05/2013	1	42.2	16/07/2013	17/07/2013	23/07/2013	40	13039.2	326.0	25/07/2013	25/07/2013	26/07/2013
9020374079_E	9020374079	E	1	21/05/2013	22/05/2013	1	320.81	16/07/2013	17/07/2013	23/07/2013	40	10166.0	254.2	25/07/2013	25/07/2013	26/07/2013
9020374079_F	9020374079	F	1	21/05/2013	22/05/2013	1	92.12	16/07/2013	17/07/2013	23/07/2013	40	10686.0	267.2	25/07/2013	25/07/2013	26/07/2013
9020374079_G	9020374079	G	1	13/05/2013	14/05/2013	1	88.64	16/07/2013	17/07/2013	23/07/2013	40	4210.0	105.3	25/07/2013	25/07/2013	26/07/2013
9020374079_H	9020374079	H	1	13/05/2013	14/05/2013	1	25.2	16/07/2013	17/07/2013	23/07/2013	40	13558.0	339.0	25/07/2013	25/07/2013	26/07/2013
9020374079_I	9020374079	I	1	13/05/2013	14/05/2013	1	137.36	16/07/2013	17/07/2013	23/07/2013	40	10636.0	265.9	25/07/2013	25/07/2013	26/07/2013
9020374079_J	9020374079	J	1	13/05/2013	14/05/2013	1	51.45	16/07/2013	17/07/2013	23/07/2013	40	12025.6	300.6	25/07/2013	25/07/2013	26/07/2013
